type,date,January,February,March,April,May,June,July,August,September,October,November,December
COD,1901,24.458,24.513,24.554,24.126,24.387,23.282,23.454,24.119,24.783,24.394,24.192,23.778
COD,1902,23.711,24.168,24.38,24.496,24.451,23.907,23.607,23.627,23.598,23.035,23.246,22.7
COD,1903,23.835,24.413,24.439,24.468,24,23.256,23.081,23.861,23.437,23.922,23.582,22.648
COD,1904,22.972,22.788,22.845,23.088,23.22,22.877,22.259,22.855,22.683,23.112,22.906,21.727
COD,1905,23.411,23.807,23.802,23.901,23.372,23.377,22.808,23.527,23.99,23.663,23.778,22.881
COD,1906,24.068,23.761,23.458,23.553,23.643,22.608,22.264,22.812,23.424,23.384,23.558,23.407
COD,1907,23.719,23.654,24.278,23.901,24.004,22.348,22.041,22.652,23.319,23.207,23.212,23.351
COD,1908,23.647,23.285,24.068,23.813,23.278,22.713,22.133,23.112,23.615,23.264,23.152,22.888
COD,1909,22.659,23.531,23.73,22.965,23.504,22.735,22.495,22.997,23.313,23.613,23.402,22.737
COD,1910,23.059,23.411,23.511,23.54,23.461,23.106,22.8,23.35,23.569,22.917,22.807,22.727
COD,1911,23.107,23.695,23.304,23.535,23.43,22.707,22.615,23.515,23.699,23.909,23.606,24.029
COD,1912,24.765,24.53,24.529,24.984,25.204,24.038,23.325,23.458,23.916,23.653,24.09,23.152
COD,1913,24.134,23.925,23.677,24.111,24.494,23.142,23.245,23.498,24.524,23.715,23.408,23.463
COD,1914,24.774,24.55,24.391,24.686,24.142,23.067,22.761,23.779,23.602,23.583,23.998,23.499
COD,1915,23.911,24.245,24.333,24.449,23.891,23.299,23.314,23.401,23.856,24.007,23.804,23.24
COD,1916,23.83,24.201,24.408,23.958,23.483,22.96,22.828,22.957,23.536,23.937,23.461,22.946
COD,1917,23.702,23.425,24.009,23.569,23.539,22.995,23.529,23.317,23.004,23.083,23.325,22.801
COD,1918,22.436,22.912,23.783,23.045,23.277,22.182,22.877,22.962,23.959,23.839,23.534,23.547
COD,1919,24.324,23.762,23.739,23.984,23.43,22.53,22.381,23.439,23.984,23.89,23.762,23.832
COD,1920,24.088,24.202,23.958,23.496,24.313,22.678,22.829,22.688,24.02,23.554,23.269,22.998
COD,1921,24.076,23.945,24.494,24.238,24.053,23.611,23.199,22.992,23.856,23.766,23.604,23.825
COD,1922,23.434,23.61,23.905,23.656,23.78,22.906,22.648,22.977,23.738,23.329,23.799,23.408
COD,1923,23.972,23.343,24.01,23.717,23.793,23.086,22.357,22.894,23.549,23.372,23.325,23.527
COD,1924,24.601,24.545,25.233,23.586,24.141,24.064,23.422,23.143,23.741,23.575,23.741,23.774
COD,1925,22.788,23.668,23.848,24.321,24.08,23.069,23.045,22.948,24.072,23.464,23.572,23.831
COD,1926,24.151,24.539,24.56,23.979,23.429,22.484,22.672,23.002,24.197,23.82,23.834,23.426
COD,1927,24.51,24.772,24.152,24.092,24.067,23.095,22.904,22.803,23.6,24.168,24.22,24.599
COD,1928,24.748,24.969,24.731,24.2,23.913,23.555,22.718,23.116,24.043,23.801,24.219,23.804
COD,1929,24.3,24.709,24.587,24.247,23.153,22.729,22.393,22.815,23.475,23.577,24.06,23.384
COD,1930,23.509,24.521,23.965,23.755,23.602,22.527,22.709,23.382,23.452,23.806,24.23,24.162
COD,1931,24.442,25.11,24.891,24.666,24.367,23.403,23.066,23.443,24.114,24.262,24.162,23.753
COD,1932,24.534,23.971,23.491,24.041,23.496,22.893,22.274,22.954,23.991,24.523,24.755,23.662
COD,1933,24.026,24.07,24.507,24.416,23.898,23.513,23.027,22.819,23.419,23.736,24.165,23.401
COD,1934,23.466,24.228,23.99,23.979,24.562,23.668,23.567,23.619,24.276,24.004,23.558,23.463
COD,1935,24.361,23.654,24.493,24.4,24.194,23.367,23.151,23.1,24.144,24.216,24.46,24.068
COD,1936,23.977,24.143,24.249,23.751,24.304,23.179,22.653,23.4,23.972,24.292,24.487,23.685
COD,1937,24.099,24.287,24.192,24.338,23.854,23.113,23.034,23.21,23.907,23.748,23.635,23.822
COD,1938,24.223,24.632,24.174,24.745,23.909,22.933,22.955,23.358,24.061,23.812,23.891,23.677
COD,1939,23.846,24.008,24.09,23.874,24.038,23.053,22.716,23.38,23.423,23.669,23.472,24.05
COD,1940,23.863,24.135,23.995,24.517,24.114,23.238,22.476,23.323,24.194,23.928,23.602,24.311
COD,1941,24.343,25.132,24.945,25.179,24.615,23.788,23.131,23.738,24.364,24.599,23.929,23.444
COD,1942,24.217,25.129,24.816,24.733,24.292,23.723,22.765,23.231,24.126,24.042,24.24,23.611
COD,1943,24.293,24.028,24.319,24.63,24.052,22.642,22.547,23.142,23.953,24.219,23.887,23.96
COD,1944,24.006,24.403,23.921,24.365,24.303,23.971,23.435,23.894,24.17,24.262,23.733,24.037
COD,1945,24.185,24.295,25.279,24.889,24.111,23.053,22.957,23.227,23.939,24.091,24.033,23.859
COD,1946,24.27,24.9,24.695,24.343,24.179,23.235,22.867,22.988,24.097,23.926,23.779,23.714
COD,1947,23.926,24.08,24.488,23.999,24.348,23.698,23.005,23.333,24.078,24.288,24.384,23.657
COD,1948,23.887,24.544,24.511,24.522,24.355,23.06,22.788,23.264,23.844,23.868,23.668,23.936
COD,1949,24.505,24.114,24.824,24.853,24.424,23.245,23.171,23.855,24.087,24.076,24.254,23.523
COD,1950,23.981,24.431,24.483,24.485,23.981,23.282,22.799,23.1,23.756,23.425,23.71,23.658
COD,1951,23.803,23.888,24.53,24.53,24.376,23.399,22.866,23.775,24.278,24.048,23.74,23.358
COD,1952,24.725,24.435,24.716,24.421,24.067,23.409,22.871,23.471,23.944,24.176,23.662,24.054
COD,1953,24.026,24.562,24.61,24.297,24.377,23.024,22.727,23.547,24.161,24.053,23.892,23.71
COD,1954,23.827,24.116,24.423,24.048,24.044,22.721,22.488,23.17,23.856,23.782,23.68,23.496
COD,1955,23.773,24.186,24.192,23.82,23.794,23.044,22.719,23.022,23.534,23.743,23.792,23.146
COD,1956,23.099,23.992,24.14,23.731,23.804,22.831,22.336,23.17,23.843,23.677,23.622,23.222
COD,1957,23.339,23.843,23.883,23.927,24.091,23.294,23.165,23.768,24.356,23.782,24.241,23.747
COD,1958,24.646,24.364,24.966,24.845,24.37,23.289,22.607,23.31,24.259,24.132,24.081,23.983
COD,1959,24.117,24.251,24.616,24.509,24.338,23.498,23.274,23.589,23.839,23.897,23.726,23.752
COD,1960,23.696,23.883,23.817,23.9,23.95,23.481,22.692,23.736,23.966,24.07,23.804,24.213
COD,1961,24.036,23.75,24.575,24.509,24.614,23.43,23.065,23.211,23.85,23.83,23.42,23.208
COD,1962,23.282,24.218,24.172,24.203,23.833,23.243,23.088,23.355,23.943,23.837,23.826,23.762
COD,1963,23.483,24.268,24.286,24.003,23.983,23.326,22.883,23.501,24.323,23.824,23.533,23.657
COD,1964,24.198,24.314,24.702,24.065,23.916,23.11,22.297,23.276,23.753,23.605,23.533,23.294
COD,1965,23.601,23.789,24.081,23.853,24.021,23.243,23.017,23.358,24.004,23.845,23.895,23.585
COD,1966,24.01,24.329,24.337,24.012,24.405,23.388,23.226,23.592,23.895,23.872,23.961,23.485
COD,1967,23.716,24.248,24.363,24.405,24.005,23.208,22.576,23.135,23.62,23.692,23.383,23.338
COD,1968,23.499,24.012,23.85,23.981,23.834,22.861,22.746,23.556,23.922,23.951,23.755,23.531
COD,1969,23.676,24.333,24.769,24.787,24.313,23.579,23.041,23.6,24.192,23.934,23.936,23.899
COD,1970,23.869,24.832,24.677,24.75,24.18,23.443,23.229,23.432,24.049,24.056,23.767,23.291
COD,1971,23.43,23.879,24.56,23.886,24.088,23.212,22.919,23.189,23.646,23.66,23.488,22.878
COD,1972,23.811,23.982,24.53,24.087,24.471,23.121,23.351,23.698,24.398,24.068,23.821,24.081
COD,1973,24.27,25.455,25.34,24.526,24.35,23.533,23.184,23.772,24.268,24.228,23.752,23.349
COD,1974,23.465,24.214,24.432,24.073,23.584,23.21,22.771,23.714,23.738,23.92,23.542,23.252
COD,1975,23.707,24.302,24.491,24.302,24.224,23.208,22.799,23.223,23.618,23.533,23.646,23.119
COD,1976,23.763,23.836,24.269,24.044,23.887,23.059,22.79,23.066,24.13,23.981,23.622,23.667
COD,1977,23.839,24.423,24.715,24.416,24.465,23.422,23.202,23.733,24.443,24.574,23.979,23.811
COD,1978,24.093,24.919,24.866,24.358,24.236,23.236,22.757,23.776,24.279,24.116,23.709,23.734
COD,1979,24.245,24.357,24.877,24.652,24.411,23.321,23.111,23.947,24.556,24.507,24.316,23.741
COD,1980,24.455,25.12,24.915,24.86,24.471,23.357,22.901,23.709,24.538,24.108,23.977,24.038
COD,1981,24.127,24.643,24.795,24.738,23.995,23.432,22.764,23.79,23.916,24.204,24.312,24.098
COD,1982,24.115,24.584,24.841,24.785,24.016,23.274,23.004,23.457,24.182,23.41,23.763,23.743
COD,1983,23.949,25.457,25.549,25.167,24.958,23.973,23.551,23.568,24.327,24.115,24.238,23.59
COD,1984,23.246,24.621,24.707,24.301,24.402,23.949,23.029,23.803,24.305,24.225,23.707,23.664
COD,1985,24.23,24.033,24.777,24.007,24.073,23.351,22.872,23.516,23.741,23.872,23.896,23.926
COD,1986,23.885,24.668,24.207,24.519,24.627,23.53,23.11,23.868,24.107,23.973,23.842,23.44
COD,1987,24.288,24.781,24.998,25.025,25.142,23.849,23.848,24.387,24.866,24.545,24.592,24.678
COD,1988,24.344,25.261,24.921,24.885,24.83,24.056,23.402,23.852,24.3,24.149,24.144,23.725
COD,1989,23.207,24.333,24.311,24.596,23.735,23.658,22.939,23.724,24.167,23.928,24.457,23.927
COD,1990,24.151,24.482,24.639,25.013,24.702,24.136,23.37,23.807,23.868,24.142,24.385,23.789
COD,1991,24.038,24.531,24.967,24.426,24.622,24.113,23.114,23.868,24.56,23.565,23.517,23.438
COD,1992,24.122,24.709,25.279,24.901,24.454,23.415,22.913,23.343,24.406,24.177,24.02,23.852
COD,1993,23.758,23.977,24.482,24.432,24.682,23.566,23.337,23.835,24.106,24.345,24.301,24.213
COD,1994,24.322,24.559,25.481,24.636,24.553,23.599,23.101,23.892,24.689,23.84,24.228,23.803
COD,1995,24.535,24.63,24.979,24.697,24.821,23.853,23.677,24.768,24.607,24.507,24.677,23.888
COD,1996,23.965,24.441,24.519,24.404,24.388,23.394,23.164,24.339,24.417,24.543,24.599,24.2
COD,1997,24.208,24.855,25.629,24.58,24.503,24.157,23.569,24.609,25.409,24.772,24.206,23.931
COD,1998,24.506,25.593,26.123,25.743,25.097,24.281,23.769,24.248,24.705,24.225,24.562,23.996
COD,1999,23.909,25.007,24.385,24.641,24.151,23.674,23.213,23.814,23.912,23.858,23.799,23.79
COD,2000,24.14,24.423,24.793,24.692,24.722,23.83,23.143,23.873,24.736,24.207,24.181,23.734
COD,2001,23.287,24.737,24.528,24.846,24.81,23.901,23.119,24.109,24.943,24.152,23.979,24.664
COD,2002,24.039,25.428,24.954,24.991,25.46,24.106,24.46,24.282,24.716,24.344,24.192,23.781
COD,2003,24.171,25.139,25.163,24.871,24.99,24.129,23.57,24.205,24.987,24.925,24.681,23.977
COD,2004,24.454,24.893,25.638,24.757,24.344,23.748,23.718,24.756,24.589,24.899,24.557,24.22
COD,2005,24.513,26.193,25.75,25.92,25.037,24.374,23.703,24.861,24.585,24.791,25.316,24.742
COD,2006,24.767,25.308,24.957,24.874,24.22,24.115,23.953,24.354,24.532,25.095,24.33,23.818
COD,2007,24.26,24.777,25.509,25.102,25.16,23.472,23.571,23.992,24.58,24.102,24.105,23.991
COD,2008,24.3,24.499,24.489,24.546,24.894,23.486,23.294,24.073,24.816,24.743,24.728,24.228
COD,2009,24.265,24.504,25.141,24.257,25.01,24.814,23.603,24.325,25.066,24.746,24.483,24.286
COD,2010,25.094,25.531,25.405,25.717,25.697,24.213,23.806,24.395,24.606,24.676,24.252,23.715
COD,2011,23.549,24.57,24.77,24.833,25.039,24.158,23.501,23.785,24.162,24.014,23.9,23.677
COD,2012,24.003,24.361,25.059,24.422,24.145,23.684,23.218,24.261,24.609,24.16,24.525,24.029
COG,1900,23.693,24.679,25.715,25.463,24.945,23.196,22.811,23.218,24.089,24.647,24.559,24.439
COG,1901,24.977,25.401,25.373,25.216,25.363,24.146,23.745,24.012,24.696,24.491,24.654,24.033
COG,1902,24.021,24.809,25.129,25.267,25.286,24.342,23.595,23.13,23.658,23.637,24.289,23.68
COG,1903,24.621,24.91,25.299,25.199,24.586,23.444,23.188,23.843,23.65,24.13,23.775,23.443
COG,1904,23.855,23.474,24.092,23.916,24.229,23.475,22.164,22.774,22.887,23.309,23.597,22.763
COG,1905,24.493,25.038,25.049,25.106,24.515,23.422,22.876,23.066,23.596,23.681,24.471,23.804
COG,1906,24.519,25.058,24.753,24.546,24.228,23.21,22.555,23.048,23.711,23.724,24.083,24.057
COG,1907,24.27,24.597,25.464,25.166,25.078,23.103,22.602,23.052,23.582,23.786,23.926,23.802
COG,1908,24.219,24.349,25.185,24.836,24.595,23.464,22.648,23.357,23.587,23.78,23.879,23.754
COG,1909,23.537,24.33,24.838,24.298,24.792,23.739,23.119,23.403,23.713,24.319,24.186,23.523
COG,1910,23.84,24.371,24.369,24.507,24.775,24.034,23.344,23.604,24.005,23.577,23.647,23.46
COG,1911,23.674,24.382,24.015,24.238,24.102,23.094,22.609,23.267,23.812,23.919,24.202,24.664
COG,1912,25.283,25.369,25.777,26.013,26.023,24.914,23.557,23.614,23.38,23.722,24.453,23.829
COG,1913,24.892,24.902,24.952,25.326,25.807,24.428,23.648,23.765,24.549,24.286,24.008,23.64
COG,1914,25.133,25.323,25.017,25.195,24.686,23.156,23.237,24.149,24.221,24.101,25.076,24.756
COG,1915,24.472,25.009,25.411,25.491,24.959,23.799,23.004,23.405,24.231,24.489,24.943,24.293
COG,1916,24.869,25.54,25.321,25.007,24.744,23.712,23.134,23.302,24.02,24.58,24.859,23.922
COG,1917,24.914,24.677,25.326,25.058,24.998,24.155,24.235,23.571,23.553,23.543,24.091,23.567
COG,1918,23.236,24.201,24.911,24.623,24.651,22.919,22.906,23.337,24.171,24.03,24.199,24.19
COG,1919,24.913,24.75,24.955,24.709,24.177,23.311,22.754,23.536,24.044,24.403,24.534,24.663
COG,1920,24.931,24.913,24.961,25.018,25.061,23.691,23.08,22.392,24.048,24.039,24.28,23.831
COG,1921,24.697,25.071,25.509,25.397,25.102,24.494,23.974,23.268,24.097,24.069,24.341,24.323
COG,1922,23.991,24.616,25.25,24.606,24.794,23.209,22.774,22.784,24.081,23.789,24.744,24.333
COG,1923,24.978,24.62,25.087,25.426,24.756,23.326,22.293,22.78,23.813,23.92,24.242,24.806
COG,1924,25.187,25.963,26.203,25.434,25.612,24.951,24.202,23.729,24.207,23.894,24.657,24.148
COG,1925,23.534,24.702,24.735,24.864,24.878,23.703,23.427,23.467,24.441,23.887,24.553,24.685
COG,1926,25.041,25.761,25.874,25.012,24.037,23.09,23.651,23.653,25.035,25.098,24.892,24.317
COG,1927,25.217,25.604,25.159,25.227,25.529,24.436,23.496,23.294,23.72,24.732,25.025,24.956
COG,1928,24.866,25.503,25.229,25.087,25.552,24.657,23.678,23.525,23.894,24.151,24.915,24.326
COG,1929,24.82,25.221,25.591,25.43,23.91,23.267,22.738,23.378,23.53,23.891,24.842,24.115
COG,1930,23.986,25.005,24.665,24.6,24.978,23.33,23.253,23.665,23.977,24.483,25.044,25.004
COG,1931,25.329,25.601,26.025,25.619,25.45,24.193,23.145,23.32,24.329,24.816,24.883,24.999
COG,1932,24.939,25.09,24.726,25.06,24.502,23.129,22.681,22.943,23.777,25.051,25.622,24.846
COG,1933,25.064,25.461,25.775,25.702,25.17,23.921,23.322,23.18,23.947,24.478,24.93,24.391
COG,1934,24.29,25.098,25.235,24.986,25.786,24.778,24.232,24.009,24.989,24.684,24.64,24.332
COG,1935,24.766,24.677,25.408,25.58,25.265,24.357,23.723,23.758,24.426,24.821,25.461,24.958
COG,1936,25.144,25.247,25.325,24.937,25.086,23.596,23.005,23.61,24.824,24.987,25.207,24.955
COG,1937,25.029,25.655,25.219,25.669,25.423,24.514,24.085,23.92,24.491,24.318,24.845,25.155
COG,1938,24.946,25.494,25.365,25.781,24.958,23.989,23.553,23.901,24.562,24.638,25.307,24.928
COG,1939,24.445,25.19,25.103,25.134,25.028,24.093,22.931,23.387,23.881,24.04,24.388,25.137
COG,1940,24.854,25.362,25.32,25.604,24.966,23.59,22.519,23.141,24.437,24.725,24.19,24.795
COG,1941,25.249,25.889,26.195,26.521,25.831,24.631,23.172,23.694,24.582,25.166,24.9,24.479
COG,1942,25.276,26.201,26.286,26.371,25.36,24.321,23.338,23.464,24.426,24.732,25.133,24.589
COG,1943,24.86,25.432,25.551,25.779,24.824,22.935,22.391,23.268,24.359,24.69,24.529,24.614
COG,1944,24.699,25.48,25.103,25.749,26.093,24.83,24.076,24.386,24.889,24.924,25.196,25.369
COG,1945,25.385,25.774,26.297,25.843,25.684,24.395,23.827,23.916,24.691,24.902,25.078,25.012
COG,1946,25.219,25.709,25.842,25.862,24.91,23.757,23.356,23.232,24.295,24.334,24.683,24.632
COG,1947,24.806,25.26,25.669,25.399,25.957,25.034,23.514,24.181,24.431,25.051,24.971,24.392
COG,1948,24.587,25.221,25.496,25.216,25.164,23.824,22.986,23.541,24.511,24.741,24.763,24.932
COG,1949,25.21,25.295,25.778,26.022,25.78,24.219,23.915,24.14,24.642,25.082,25.176,24.497
COG,1950,24.857,25.542,25.914,25.613,25.269,24.62,23.178,23.408,24.152,24.333,24.785,24.698
COG,1951,24.828,25.145,25.529,25.743,25.119,24.134,23.335,23.773,24.341,24.658,24.846,24.656
COG,1952,25.528,25.479,25.84,25.826,25.253,24.074,23.005,23.29,24.087,24.637,24.568,24.549
COG,1953,24.756,25.084,25.639,25.675,25.272,23.998,23.213,23.305,24.262,24.4,24.588,24.685
COG,1954,24.679,24.594,25.491,25.284,24.922,23.645,22.397,23.139,24.161,24.272,24.279,24.239
COG,1955,24.299,25.264,25.127,24.825,25.081,23.807,23.01,23.16,23.839,24.293,24.645,23.939
COG,1956,24.166,25.083,25.345,25.244,25.036,23.904,22.65,23.225,24.218,24.229,24.643,24.182
COG,1957,24.172,25.099,25.026,25.345,25.566,24.133,23.43,23.8,24.355,24.317,24.942,24.796
COG,1958,25.5,25.583,25.977,25.834,25.13,23.257,22.386,23.496,24.502,24.702,24.746,24.767
COG,1959,24.854,25.221,25.828,25.444,25.27,23.968,23.509,23.571,24.166,24.64,24.614,24.635
COG,1960,24.741,24.93,25.324,25.301,25.051,24.059,23.405,23.931,24.177,24.613,24.76,24.791
COG,1961,24.728,24.671,25.59,25.541,25.408,23.498,22.905,23.024,24.029,24.256,24.351,24.383
COG,1962,24.399,25.217,25.497,25.591,25.419,23.78,23.329,23.473,24.164,24.563,24.768,24.631
COG,1963,24.341,25.164,25.469,25.277,25.375,24.604,23.564,23.904,24.818,24.674,24.488,24.62
COG,1964,25.179,25.528,25.884,25.332,25.304,23.797,22.964,23.093,23.883,24.018,24.425,24.01
COG,1965,24.449,24.905,25.29,25.151,25.209,24.255,23.225,23.536,24.244,24.415,24.542,24.205
COG,1966,24.932,25.204,25.876,25.358,25.459,24.518,23.612,23.854,24.029,24.459,24.69,24.388
COG,1967,24.482,25.49,25.39,25.737,25.242,23.998,22.606,23.231,23.742,24.347,24.5,24.488
COG,1968,24.304,25.097,25.195,25.371,24.891,23.777,23.245,23.909,24.089,24.32,24.558,24.358
COG,1969,24.355,25.578,26.102,25.723,25.627,24.221,23.162,23.727,24.352,24.438,24.557,24.516
COG,1970,24.814,25.866,25.985,25.919,25.371,24.086,23.266,23.724,24.267,24.625,24.598,24.372
COG,1971,24.361,25.079,25.424,25.225,25.158,24.249,23.179,23.195,23.922,24.335,24.255,23.534
COG,1972,24.575,25.062,25.486,24.985,25.345,23.531,23.571,23.727,24.409,24.424,24.622,24.975
COG,1973,25.367,26.359,26.432,25.66,25.086,24.423,23.846,23.772,24.5,24.764,24.648,24.102
COG,1974,24.332,25.036,25.384,25.306,24.999,24.196,23.167,23.69,23.975,24.361,24.223,23.739
COG,1975,24.42,25.151,25.538,25.586,25.203,24.099,23.116,23.236,24.042,24.225,24.227,23.876
COG,1976,24.417,24.68,25.278,25.162,25.01,23.548,22.751,23.141,24.423,24.335,24.286,24.085
COG,1977,24.687,25.41,25.736,25.791,25.503,23.875,23.355,23.949,24.739,24.831,24.846,24.413
COG,1978,24.746,25.91,25.953,25.217,25.016,23.626,23.013,23.762,24.27,24.636,24.514,24.645
COG,1979,25.054,25.506,25.986,25.816,25.485,24.312,23.392,23.943,24.639,24.911,24.973,24.676
COG,1980,25.237,25.703,25.979,25.833,25.39,24.028,23.192,23.62,24.555,24.401,24.698,24.442
COG,1981,24.55,25.612,25.535,25.8,25.016,24.139,23.188,23.634,24.342,24.437,24.414,24.536
COG,1982,24.801,25.15,25.708,25.481,24.809,23.501,22.986,23.441,23.979,23.963,24.571,24.81
COG,1983,24.945,26.213,26.799,26.366,25.561,23.881,23.305,23.376,24.441,24.469,24.853,24.374
COG,1984,24.227,25.632,25.714,25.563,25.286,24.663,23.474,24.099,24.382,24.752,24.498,24.275
COG,1985,24.799,25.177,25.826,25.191,24.995,23.963,23.135,23.676,24.151,24.324,24.476,24.455
COG,1986,24.831,25.352,25.014,25.587,25.567,24.289,23.275,23.807,24.135,24.234,24.614,24.261
COG,1987,25.173,25.397,26.066,26.044,26.031,24.7,24.018,24.117,24.727,24.884,25.26,25.146
COG,1988,25.157,26.113,26.215,25.804,25.768,24.545,23.591,24.148,24.383,24.554,24.648,24.086
COG,1989,23.926,25.136,25.359,25.743,24.826,24.455,23.366,24.008,24.312,24.521,24.905,24.709
COG,1990,25.12,25.451,26.014,25.855,25.216,24.342,23.213,23.691,24.045,24.609,24.879,24.763
COG,1991,24.77,25.72,26.247,25.529,25.605,24.59,23.62,23.983,24.577,24.126,24.616,24.475
COG,1992,24.433,25.511,26.165,25.893,25.055,23.563,22.885,23.384,24.224,24.405,24.593,24.487
COG,1993,24.591,25.263,25.731,25.433,25.461,24.081,23.617,23.828,24.104,24.53,24.779,24.74
COG,1994,24.979,25.806,26.238,25.709,25.258,24.083,23.566,24.035,24.659,24.384,24.712,24.686
COG,1995,25.212,25.493,25.969,26.083,25.722,24.463,24.081,24.569,24.83,24.984,25.138,24.619
COG,1996,24.657,25.42,25.497,25.509,25.027,24.142,23.354,24.22,24.498,24.685,24.623,24.384
COG,1997,24.957,25.561,26.142,25.587,25.145,24.094,23.855,24.649,25.323,25.399,25.151,24.863
COG,1998,25.389,27.109,26.927,26.872,26.358,25.07,24.256,24.307,24.896,24.98,25.446,24.876
COG,1999,24.768,25.287,26.065,25.735,25.278,24.459,23.868,23.942,24.407,24.404,24.852,24.685
COG,2000,25.066,25.112,26.036,25.564,25.684,24.276,23.41,23.7,24.419,24.599,25.07,24.496
COG,2001,24.167,25.598,25.522,25.525,25.745,24.695,23.777,23.833,24.473,23.786,24.591,25.083
